age,income_level,commute_distance_km,access_to_public_transport,environmental_concern,nudge_type,mode_before,habit_strength,risk_aversion_score,social_conformity_level,tech_comfort,switched_to_public_transport
22,medium,39.9,yes,high,loss_framing,car,high,1,medium,yes,0
58,low,35.6,no,low,default,car,medium,2,medium,yes,0
29,medium,3.5,yes,high,loss_framing,car,low,3,low,no,0
43,low,4.6,yes,low,loss_framing,car,high,2,high,yes,0
63,high,20.7,yes,low,default,car,medium,2,low,no,1
51,medium,15.5,yes,high,none,car,high,2,low,yes,0
31,medium,12.4,yes,low,social_norm,car,high,3,medium,yes,0
43,low,14.8,yes,low,social_norm,car,low,3,high,no,1
62,medium,40.4,yes,low,default,car,high,3,low,yes,1
44,medium,46.5,no,high,default,car,low,3,low,yes,1
26,medium,20.9,yes,medium,default,car,medium,2,high,yes,1
43,low,45.4,yes,medium,none,car,medium,5,high,yes,0
64,medium,16.8,no,low,default,car,low,5,low,yes,1
39,high,24.3,no,high,social_norm,public_transport,high,3,medium,no,0
64,low,12.1,no,high,social_norm,car,low,4,medium,yes,1
47,low,32.4,yes,medium,none,public_transport,low,1,medium,no,0
60,low,49.0,yes,medium,social_norm,public_transport,medium,4,high,yes,0
65,medium,30.6,yes,low,default,car,high,4,low,yes,1
34,medium,18.5,yes,high,default,car,high,4,high,yes,1
43,medium,32.7,yes,medium,loss_framing,car,high,5,medium,yes,1
53,low,7.0,yes,high,none,public_transport,medium,1,medium,yes,0
18,medium,44.5,no,medium,loss_framing,public_transport,medium,4,medium,yes,0
25,medium,25.7,yes,high,default,public_transport,low,3,high,yes,0
52,medium,23.0,no,high,social_norm,car,low,5,low,no,0
32,high,29.7,yes,medium,loss_framing,car,medium,3,low,yes,0
64,low,31.6,yes,high,none,car,medium,3,low,no,0
39,medium,4.5,yes,medium,loss_framing,car,medium,4,high,yes,1
31,medium,34.4,yes,low,loss_framing,car,high,3,high,yes,0
43,medium,12.9,yes,medium,default,car,medium,1,medium,yes,1
45,medium,36.0,yes,high,social_norm,public_transport,low,3,low,yes,0
40,medium,41.3,no,medium,loss_framing,car,low,4,high,no,1
31,high,40.4,yes,low,social_norm,car,high,3,high,yes,1
41,low,28.1,yes,medium,none,car,high,5,medium,yes,0
19,low,26.5,yes,medium,default,public_transport,high,5,medium,yes,0
62,medium,8.0,yes,medium,loss_framing,public_transport,low,5,low,yes,0
43,medium,39.0,yes,medium,loss_framing,car,high,2,medium,yes,0
31,low,14.3,yes,high,loss_framing,car,low,5,high,no,1
24,low,25.3,yes,low,social_norm,car,low,5,low,yes,1
20,low,14.9,yes,medium,social_norm,public_transport,high,2,medium,no,0
64,high,7.6,yes,low,social_norm,car,low,5,low,no,1
40,low,31.8,yes,low,loss_framing,car,medium,4,high,yes,1
63,medium,3.7,yes,high,loss_framing,car,low,5,medium,yes,1
60,low,37.7,yes,high,none,car,medium,5,low,yes,0
64,medium,16.6,yes,medium,social_norm,public_transport,high,2,medium,yes,0
62,low,1.0,yes,high,none,car,medium,4,medium,yes,0
35,medium,26.0,yes,high,social_norm,car,medium,3,low,no,0
55,low,3.3,no,high,default,car,low,1,high,yes,1
52,high,14.5,yes,low,default,car,medium,4,low,yes,1
32,low,35.6,no,high,loss_framing,public_transport,medium,3,medium,yes,0
42,medium,4.1,no,medium,loss_framing,car,low,4,low,yes,1
54,high,42.1,yes,medium,none,public_transport,medium,3,low,no,0
45,medium,1.2,yes,low,social_norm,public_transport,low,3,low,yes,0
27,medium,13.1,yes,medium,default,car,high,4,low,yes,1
56,medium,37.3,yes,low,none,car,medium,2,medium,yes,0
34,medium,16.5,yes,low,loss_framing,car,low,4,low,no,1
56,medium,6.0,yes,medium,default,public_transport,medium,4,high,yes,0
39,high,18.7,yes,high,default,car,medium,3,low,no,1
43,medium,14.2,no,high,none,car,high,1,low,yes,0
61,medium,42.3,yes,medium,social_norm,car,high,3,medium,yes,0
42,medium,16.4,yes,high,none,public_transport,medium,5,high,yes,0
34,medium,39.7,yes,high,none,car,high,4,medium,yes,0
30,low,44.7,yes,high,default,car,medium,4,high,yes,1
37,medium,22.3,yes,low,default,car,low,2,low,yes,1
42,high,45.6,no,medium,default,car,medium,3,high,yes,0
21,low,19.5,yes,high,none,public_transport,medium,2,low,yes,0
27,medium,48.2,yes,medium,default,car,medium,4,low,yes,1
20,low,5.4,yes,medium,loss_framing,public_transport,high,3,medium,yes,0
58,medium,34.7,no,medium,loss_framing,car,medium,3,medium,no,0
62,low,25.2,yes,medium,social_norm,car,high,5,high,yes,1
35,medium,20.0,yes,medium,none,car,high,5,low,yes,0
64,medium,32.0,yes,low,default,car,medium,1,high,yes,1
53,medium,35.5,yes,medium,social_norm,car,medium,5,medium,no,0
64,medium,1.2,yes,high,none,car,medium,3,medium,no,1
39,medium,9.2,yes,high,none,car,high,5,low,yes,0
51,high,35.9,yes,low,none,car,medium,1,low,yes,0
64,low,33.7,yes,high,none,car,low,4,high,no,0
25,medium,48.3,no,medium,social_norm,public_transport,medium,5,medium,no,0
57,low,38.3,yes,medium,default,car,medium,3,medium,yes,1
61,high,47.6,yes,high,none,car,low,4,high,no,0
36,high,35.4,yes,high,none,car,low,3,low,yes,1
59,medium,15.6,yes,high,social_norm,public_transport,medium,4,medium,no,0
58,high,6.2,no,medium,default,public_transport,medium,3,medium,yes,0
54,medium,39.3,yes,high,loss_framing,car,medium,5,low,yes,1
23,medium,32.6,yes,low,loss_framing,public_transport,low,5,low,yes,0
43,low,3.4,yes,high,social_norm,car,low,1,medium,no,0
51,medium,18.6,yes,high,loss_framing,car,medium,4,medium,no,1
62,low,47.9,yes,medium,none,public_transport,medium,1,high,yes,0
23,high,25.5,yes,low,social_norm,public_transport,low,2,low,yes,0
54,medium,22.2,yes,high,social_norm,car,medium,5,high,yes,1
50,medium,23.4,no,low,social_norm,public_transport,medium,4,low,yes,0
39,low,11.2,yes,low,social_norm,car,low,1,medium,yes,1
38,medium,19.1,yes,high,social_norm,public_transport,low,1,medium,yes,0
23,low,19.1,no,medium,none,car,low,2,low,no,0
23,medium,3.6,yes,high,loss_framing,car,high,1,low,yes,0
65,low,38.6,yes,medium,none,car,high,3,high,yes,0
21,high,21.4,yes,low,none,car,high,5,high,yes,0
47,medium,41.3,yes,high,social_norm,car,high,1,low,yes,0
28,medium,42.7,yes,medium,default,car,medium,1,medium,no,1
47,medium,11.4,yes,low,default,car,medium,2,medium,yes,1
48,medium,33.2,no,high,social_norm,car,medium,3,low,yes,0
41,medium,24.1,yes,medium,none,car,low,1,medium,yes,1
26,medium,44.1,yes,medium,none,car,medium,5,high,yes,0
20,high,11.6,yes,medium,default,car,high,5,medium,yes,1
48,medium,34.2,yes,high,social_norm,public_transport,medium,1,high,yes,0
57,high,30.8,yes,high,social_norm,public_transport,medium,3,low,yes,0
54,high,15.5,yes,high,default,public_transport,low,5,medium,yes,0
53,low,7.7,no,low,social_norm,car,medium,5,medium,yes,0
41,high,32.9,yes,high,default,public_transport,medium,3,medium,yes,0
48,low,37.2,yes,medium,none,car,high,3,medium,yes,0
23,high,16.5,yes,medium,social_norm,car,medium,1,low,yes,1
19,medium,32.6,yes,medium,default,car,high,4,high,no,1
37,high,20.4,yes,high,loss_framing,public_transport,medium,2,high,yes,0
45,high,35.9,yes,high,social_norm,car,high,4,low,yes,0
28,high,10.8,yes,low,loss_framing,car,medium,4,high,yes,0
21,medium,44.6,yes,medium,default,car,medium,5,medium,yes,1
32,medium,15.1,yes,high,none,public_transport,medium,3,high,yes,0
23,low,19.0,yes,low,social_norm,car,high,5,low,no,1
47,medium,3.8,yes,high,none,car,high,2,low,yes,0
55,low,6.5,no,medium,social_norm,car,low,1,medium,yes,1
19,medium,26.3,yes,medium,none,car,low,2,medium,yes,1
32,medium,14.1,yes,low,none,car,high,5,medium,no,0
28,high,41.9,yes,low,loss_framing,car,medium,5,medium,yes,0
25,medium,1.7,yes,high,default,public_transport,medium,5,low,yes,0
43,high,19.6,yes,low,none,car,medium,5,medium,no,0
62,low,17.5,yes,high,none,car,low,4,medium,no,0
61,high,1.9,yes,medium,default,car,high,1,medium,no,1
22,high,7.1,no,low,social_norm,car,high,4,low,yes,0
23,medium,21.3,yes,low,default,car,medium,5,low,yes,1
43,medium,25.2,yes,medium,none,car,medium,3,high,yes,0
21,medium,20.8,yes,high,social_norm,car,high,4,low,yes,0
36,low,27.0,no,medium,none,public_transport,low,5,low,yes,0
37,medium,30.2,yes,medium,none,car,high,5,low,no,0
